c,yr,x,y,r2N,max_s,delta_t,phase,color
Angola,2020-07-01,2020-07-01 00:00:00,8.900027188169458,1.000000000000008,1.0,0.0,Deactivated,black
Argentina,2020-07-01,2016-03-17 00:00:00,2.723647866004139,13.750198971694031,13.0,8.7,Deceleration,red
Australia,2020-07-01,2014-03-08 00:00:00,2.036775825232953,371.9509444516389,348.0,12.811111111111112,Deceleration,red
Austria,2020-07-01,2014-11-16 00:00:00,2.03670276194307,60.55238112959232,55.0,11.405555555555555,Deceleration,red
Bangladesh,2020-07-01,2015-02-26 00:00:00,2.3591991731459063,7.479615286034601,7.0,10.838888888888889,Deceleration,red
Belgium,2020-07-01,2020-07-01 00:00:00,2.1252488785007513,82.35737264275943,79.0,0.0,Deactivated,black
Bhutan,2020-07-01,2020-07-01 00:00:00,8.920872274734693,0.9999999999999701,1.0,0.0,Deactivated,black
Brazil,2020-07-01,2015-08-03 00:00:00,2.5255336291059596,121.51123041282214,115.0,9.96111111111111,Deceleration,red
Bulgaria,2020-07-01,2020-07-01 00:00:00,8.940045771428343,1.0000000000000522,1.0,0.0,Deactivated,black
Burkina Faso,2020-07-01,2020-07-01 00:00:00,8.908671740400845,1.0000000000000262,1.0,0.0,Deactivated,black
Cameroon,2020-07-01,2020-07-01 00:00:00,8.921742209609397,1.000000000000009,1.0,0.0,Deactivated,black
Canada,2020-07-01,2014-08-22 00:00:00,2.051929105220715,291.28397667551076,268.0,11.883333333333333,Deceleration,red
Chile,2020-07-01,2020-07-01 00:00:00,2.2907564180335886,34.64687518004233,33.0,0.0,Deactivated,black
Colombia,2020-07-01,2015-01-22 00:00:00,2.312355262967525,44.466039899563064,42.0,11.033333333333333,Deceleration,red
Costa Rica,2020-07-01,2020-07-01 00:00:00,3.2786456322469877,4.1047168708636255,4.0,0.0,Deactivated,black
Croatia,2020-07-01,2015-01-02 00:00:00,2.29237427350471,7.423299388088831,7.0,11.144444444444444,Deceleration,red
Cyprus,2020-07-01,2020-07-01 00:00:00,2.6739016324673086,7.183335859137293,7.0,0.0,Deactivated,black
Czech Republic,2020-07-01,2015-12-13 00:00:00,2.1037639909669017,48.71717124464059,42.0,9.227777777777778,Deceleration,red
Denmark,2020-07-01,2014-10-05 00:00:00,2.0734879195892533,97.20980867954657,89.0,11.63888888888889,Deceleration,red
Ecuador,2020-07-01,2020-07-01 00:00:00,3.0280694711580547,7.1515765996345735,7.0,0.0,Deactivated,black
Egypt,2020-07-01,2020-07-01 00:00:00,3.2811883895931593,6.116284969953584,6.0,0.0,Deactivated,black
Estonia,2020-07-01,2015-02-11 00:00:00,2.428795255245143,8.4741698082761,8.0,10.922222222222222,Deceleration,red
Ethiopia,2020-07-01,2020-07-01 00:00:00,8.896091745323165,0.9999999999999777,1.0,0.0,Deactivated,black
Fiji,2020-07-01,2015-03-28 00:00:00,1.57922969088082,5.012929846126958,4.0,10.672222222222222,Deceleration,red
Finland,2020-07-01,2014-08-25 00:00:00,1.8867483689809532,107.70127675903427,96.0,11.866666666666667,Deceleration,red
France,2020-07-01,2014-09-14 00:00:00,2.165023919359052,136.5946586163971,128.0,11.755555555555556,Deceleration,red
Germany,2020-07-01,2014-04-25 00:00:00,2.085819446611465,316.067526130933,297.0,12.544444444444444,Deceleration,red
Ghana,2020-07-01,2015-05-09 00:00:00,1.9144894357448756,2.2596153033352993,2.0,10.438888888888888,Deceleration,red
Greece,2020-07-01,2014-07-14 00:00:00,2.226222873634225,73.50290477576183,70.0,12.1,Deceleration,red
Hungary,2020-07-01,2020-07-01 00:00:00,1.9981108678608,33.3330711621259,33.0,0.0,Deactivated,black
Iceland,2020-07-01,2020-07-01 00:00:00,3.099718664559727,10.39859202577972,10.0,0.0,Deactivated,black
India,2020-07-01,2015-03-01 00:00:00,2.2282425490336704,374.0746072298546,347.0,10.822222222222223,Deceleration,red
Indonesia,2020-07-01,2020-07-01 00:00:00,2.6072992495135963,26.210371544633055,25.0,0.0,Deactivated,black
Iran,2020-07-01,2020-07-01 00:00:00,2.8692394097677285,44.09459866306164,43.0,0.0,Deactivated,black
Iraq,2020-07-01,2020-07-01 00:00:00,3.2196219660516783,3.101061348712393,3.0,0.0,Deactivated,black
Ireland,2020-07-01,2014-09-11 00:00:00,2.0623320426321707,64.67204555003774,59.0,11.772222222222222,Deceleration,red
Israel,2020-07-01,2020-07-01 00:00:00,2.489383875138217,7.278634646346305,7.0,0.0,Deactivated,black
Italy,2020-07-01,2015-01-17 00:00:00,2.3513635656655305,404.9836708326559,384.0,11.061111111111112,Deceleration,red
Japan,2020-07-01,2014-10-28 00:00:00,1.9486350508680153,71.39043909577143,64.0,11.511111111111111,Deceleration,red
Jordan,2020-07-01,2020-07-01 00:00:00,3.4347807141929505,3.950736177209121,4.0,0.0,Deactivated,black
Kenya,2020-07-01,2020-07-01 00:00:00,3.3755948883484366,3.967146731535543,4.0,0.0,Deactivated,black
Kuwait,2020-07-01,2020-07-01 00:00:00,3.066558444118267,4.836679947711983,5.0,0.0,Deactivated,black
Latvia,2020-07-01,2015-08-30 00:00:00,1.9197191462550371,7.0806579993089045,6.0,9.811111111111112,Deceleration,red
Lebanon,2020-07-01,2015-08-23 00:00:00,2.286072090747111,13.141121015533823,12.0,9.85,Deceleration,red
Lithuania,2020-07-01,2016-11-06 00:00:00,2.5695616145519757,12.280581577812224,11.0,7.4,Deceleration,red
Luxembourg,2020-07-01,2020-07-01 00:00:00,2.5038609774793477,9.938083971316015,10.0,0.0,Deactivated,black
Madagascar,2020-07-01,2020-07-01 00:00:00,8.946031406780618,1.0000000000000355,1.0,0.0,Deactivated,black
Malaysia,2020-07-01,2015-01-10 00:00:00,2.1256079700439274,166.06491865067176,152.0,11.1,Deceleration,red
Malta,2020-07-01,2020-07-01 00:00:00,1.8864186449438256,2.957052421901163,3.0,0.0,Deactivated,black
Mauritius,2020-07-01,2020-07-01 00:00:00,3.13343165990433,5.127411626001832,5.0,0.0,Deactivated,black
Mexico,2020-07-01,2015-07-10 00:00:00,2.506762365076716,42.14921002752824,40.0,10.094444444444445,Deceleration,red
Morocco,2020-07-01,2020-07-01 00:00:00,2.9588757860311112,7.234204015138741,7.0,0.0,Deactivated,black
Nepal,2020-07-01,2016-05-05 00:00:00,2.0527673119372936,3.6022457883069716,3.0,8.427777777777777,Deceleration,red
Netherlands,2020-07-01,2014-07-14 00:00:00,2.0852240746434467,161.9581035683863,151.0,12.1,Deceleration,red
New Zealand,2020-07-01,2014-05-14 00:00:00,2.049169053345388,46.40506253188124,43.0,12.438888888888888,Deceleration,red
Nicaragua,2020-07-01,2020-07-01 00:00:00,8.90995282396443,1.0000000000000622,1.0,0.0,Deactivated,black
Nigeria,2020-07-01,2015-12-29 00:00:00,2.5535020661339183,24.644538824903858,23.0,9.13888888888889,Deceleration,red
North Macedonia,2020-07-01,2020-07-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2020-07-01,2014-06-02 00:00:00,1.8343033330899259,98.7256753710416,88.0,12.333333333333334,Deceleration,red
Pakistan,2020-07-01,2015-06-28 00:00:00,2.5134454754042603,32.685923785481094,31.0,10.161111111111111,Deceleration,red
Palestine,2020-07-01,2020-07-01 00:00:00,8.90818566387427,0.9999999999999889,1.0,0.0,Deactivated,black
Panama,2020-07-01,2020-07-01 00:00:00,8.920872274734693,0.9999999999999701,1.0,0.0,Deactivated,black
China,2020-07-01,2015-01-28 00:00:00,2.158683237164941,826.0601611381135,760.0,11.0,Deceleration,red
Peru,2020-07-01,2020-07-01 00:00:00,2.5910675333511195,11.444838051994187,11.0,0.0,Deactivated,black
Philippines,2020-07-01,2014-02-19 00:00:00,2.0366100937470697,37.468320491959346,35.0,12.905555555555555,Deceleration,red
Poland,2020-07-01,2015-08-28 00:00:00,2.15833695482344,74.59368832266635,67.0,9.822222222222223,Deceleration,red
Portugal,2020-07-01,2014-08-30 00:00:00,2.2854666391480847,88.32172074878008,84.0,11.838888888888889,Deceleration,red
Qatar,2020-07-01,2015-10-05 00:00:00,2.5040456680367673,27.5571489773072,26.0,9.61111111111111,Deceleration,red
Romania,2020-07-01,2015-01-25 00:00:00,2.0712445266650836,83.0203341253406,75.0,11.016666666666667,Deceleration,red
Russia,2020-07-01,2015-02-09 00:00:00,2.1915196532171555,10.708515300293591,10.0,10.933333333333334,Deceleration,red
Saudi Arabia,2020-07-01,2020-07-01 00:00:00,2.6157210284117376,23.90588028545511,23.0,0.0,Deactivated,black
Senegal,2020-07-01,2020-07-01 00:00:00,8.907741307583526,0.9999999999999994,1.0,0.0,Deactivated,black
Serbia,2020-07-01,2020-07-01 00:00:00,2.436559136293098,15.707729011325066,15.0,0.0,Deactivated,black
Singapore,2020-07-01,2020-07-01 00:00:00,2.0811155606275173,73.04719458822618,70.0,0.0,Deactivated,black
Slovakia,2020-07-01,2020-07-01 00:00:00,2.055247928640348,14.57380671924265,14.0,0.0,Deactivated,black
Slovenia,2020-07-01,2020-07-01 00:00:00,2.125716196647692,27.822907471220446,27.0,0.0,Deactivated,black
South Africa,2020-07-01,2014-10-14 00:00:00,2.0591157303403187,90.18517184010436,82.0,11.588888888888889,Deceleration,red
South Korea,2020-07-01,2015-03-23 00:00:00,2.3993525759808585,64.11473654805657,61.0,10.7,Deceleration,red
Spain,2020-07-01,2015-02-20 00:00:00,2.193382655161609,398.1546041783718,368.0,10.872222222222222,Deceleration,red
Sri Lanka,2020-07-01,2015-09-06 00:00:00,2.2418150156781604,18.740365831057044,17.0,9.772222222222222,Deceleration,red
Sweden,2020-07-01,2014-11-07 00:00:00,2.2159066853339033,142.33201378401847,134.0,11.455555555555556,Deceleration,red
Switzerland,2020-07-01,2014-10-07 00:00:00,2.044738303296378,77.88437966005606,71.0,11.627777777777778,Deceleration,red
Taiwan,2020-07-01,2014-06-12 00:00:00,2.100971165662821,110.75894027448236,104.0,12.277777777777779,Deceleration,red
Tanzania,2020-07-01,2020-07-01 00:00:00,3.203280419476254,2.0183667814633552,2.0,0.0,Deactivated,black
Thailand,2020-07-01,2020-07-01 00:00:00,2.3565407225141795,50.65018795630475,49.0,0.0,Deactivated,black
Togo,2020-07-01,2020-07-01 00:00:00,8.946031406780618,1.0000000000000355,1.0,0.0,Deactivated,black
Trinidad Tobago,2020-07-01,2020-07-01 00:00:00,2.6963034206502012,2.0358010602843346,2.0,0.0,Deactivated,black
Tunisia,2020-07-01,2020-07-01 00:00:00,8.925701036124044,1.0000000000000653,1.0,0.0,Deactivated,black
Turkey,2020-07-01,2020-07-01 00:00:00,2.670473266138173,68.7633117344811,66.0,0.0,Deactivated,black
U Arab Emirates,2020-07-01,2015-01-16 00:00:00,1.8882165763717746,36.94667538066831,32.0,11.066666666666666,Deceleration,red
Uganda,2020-07-01,2020-07-01 00:00:00,8.909398818290017,1.000000000000044,1.0,0.0,Deactivated,black
Ukraine,2020-07-01,2020-07-01 00:00:00,4.920508744879027,2.0051240331582814,2.0,0.0,Deactivated,black
Uruguay,2020-07-01,2020-07-01 00:00:00,3.5291716059551357,2.009469671861467,2.0,0.0,Deactivated,black
Venezuela,2020-07-01,2020-07-01 00:00:00,8.91428163930689,0.9999999999999951,1.0,0.0,Deactivated,black
Vietnam,2020-07-01,2020-07-01 00:00:00,2.9954984489330694,5.126432651298969,5.0,0.0,Deactivated,black
Zimbabwe,2020-07-01,2014-05-14 00:00:00,1.965328562564217,2.1767803026118715,2.0,12.438888888888888,Deceleration,red
USA,2020-07-01,2013-09-03 00:00:00,1.9311972856633637,1192.0224266087246,1120.0,13.844444444444445,Deceleration,red
UK,2020-07-01,2013-10-24 00:00:00,1.8360519400590476,657.8172020293731,603.0,13.561111111111112,Deceleration,red
Albania,2021-01-01,2021-01-01 00:00:00,2.7404370730817407,3.094490775388243,3.0,0.0,Deactivated,black
Algeria,2021-01-01,2021-01-01 00:00:00,2.9486081381661413,5.058010243001872,5.0,0.0,Deactivated,black
Angola,2021-01-01,2021-01-01 00:00:00,8.900027188169458,1.000000000000008,1.0,0.0,Deactivated,black
Argentina,2021-01-01,2016-07-20 00:00:00,2.723647866004139,13.750198971694031,13.0,9.027777777777779,Deceleration,red
Australia,2021-01-01,2014-11-25 00:00:00,1.958583379804556,411.10235258680177,377.0,12.377777777777778,Deceleration,red
Austria,2021-01-01,2015-10-19 00:00:00,1.9586714503422737,70.78007682823949,62.0,10.555555555555555,Deceleration,red
